2895,6629,1661,2137,1028,2511,3539,1672,1793,508,1176,344,644,1814,8095,3141,6928,1507,1931,1023,2453,3476,2001,1814,627,968,420,549,1522,8338,94.820389
2851,6421,1588,2150,1054,2507,3561,1787,1638,576,1133,497,363,1053,7653,2791,6496,1344,1790,928,2321,3249,1618,1851,610,1138,367,410,1213,7336,89.839737
